annee,code,libelle,codspe,codniv,codec,cm,td,tp,tpe,cr
2025/2026,SIN231,"Mathématiques appliquées – Biostatistique –
Biophysiques générale et technologie",SIN,02,FOND,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN232,Pharmacologie générale,SIN,02,FOND,40.0,16.0,0.0,4.0,4.0
2025/2026,SIN233,"Soins infirmiers en chirurgie & Transfusion sanguine –
Soins infirmiers en pédiatrie & puériculture",SIN,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,SIN234,"Santé reproduction mère – enfant – soins
Obsté. – soins femmes avec
pathologies obsté. et gynécolog.",SIN,02,PROF,40.0,16.0,0.0,4.0,4.0
2025/2026,SIN235,"Pathologies médicales – Pathologies infectieuses
zoonoses et pathologies pédiatriques et infantiles",SIN,02,PROF,40.0,10.0,0.0,10.0,4.0
2025/2026,SIN236,Stage clinique III,SIN,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN237,Français médical – Anglais médical – TIC III,SIN,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN241,"Communication pour changement de comportement
(CCC) – Santé communautaire – Santé et
développement",SIN,02,FOND,40.0,16.0,0.0,14.0,4.0
2025/2026,SIN242,"Techniques de laboratoire d’analyses médicales –
Techniques d’imagerie médicale",SIN,02,FOND,20.0,8.0,0.0,2.0,2.0
2025/2026,SIN243,Pathologies obstétricales et gynécologiques,SIN,02,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN244,Urgences – Bloc opératoire – Anesthésiologie,SIN,02,PROF,45.0,12.0,3.0,60.0,4.0
2025/2026,SIN245,"Pharmacologie clinique – Nutrition et pathologies
associées – Médecine alternative",SIN,02,PROF,60.0,20.0,0.0,10.0,6.0
2025/2026,SIN246,Stage clinique 2,SIN,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN247,Initiation à la Recherche,SIN,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN351,"Pathologies médicales - Programmes prioritaires de
santé au Cameroun – CCC III",SIN,03,FOND,40.0,16.0,0.0,4.0,4.0
2025/2026,SIN352,"Économie de la santé – Gestion hospitalière – système
d’informations sanitaires",SIN,03,FOND,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN353,"Santé mentale-Soins infirmiers psychiatrie–Soins
infirm.gériatrie–pharmaco. Cliniq.2–surveil.thérap.",SIN,03,PROF,50.0,20.0,0.0,5.0,5.0
2025/2026,SIN354,"Soins infirmiers en réanimation – Soins aux personnes
atteintes de déficiences spéciales",SIN,03,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN355,Stage de santé communautaire II,SIN,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN356,Stage clinique V,SIN,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN357,Droit médical – Santé au travail – Médecine scolaire,SIN,03,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN361,"Techniques de soins spécifiques 1 (neurologie,
ophtalmologie, stomatologie, dermatologie – ORL)",SIN,03,FOND,30.0,0.0,40.0,5.0,5.0
2025/2026,SIN362,"Techniques de soins spécifiques 2 – (Urologie –
Pneumologie - gastro entérologie- Cardiologie)",SIN,03,FOND,20.0,0.0,35.0,5.0,4.0
2025/2026,SIN363,Mise en situation professionnelle 1 (MSP 1),SIN,03,PROF,40.0,16.0,0.0,4.0,4.0
2025/2026,SIN364,Mise en situation professionnelle 2 (MSP 2),SIN,03,PROF,30.0,10.0,0.0,5.0,3.0
2025/2026,SIN365,Mise en situation professionnelle 3 (MSP 3),SIN,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,SIN366,Rédaction du projet de recherche (travail de fin d’études),SIN,03,PROF,50.0,0.0,20.0,5.0,5.0
2025/2026,SIN367,Éducation civique et éthique,SIN,03,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,TLB111,Biologie cellulaire et histologie – Anatomie physiologie 1 –Chimie générale,TLB,01,FOND,70.0,12.0,0.0,8.0,6.0
2025/2026,TLB112,Microbiologie générale 1 – Biochimie générale,TLB,01,FOND,32.0,8.0,0.0,5.0,3.0
2025/2026,TLB113,Sociologie et anthropologie médicale – Psychologie médicale – Éthique et déontologie médicale,TLB,01,PROF,44.0,10.0,0.0,6.0,4.0
2025/2026,TLB114,Cycle de vie – Soins infirmiers – Secourisme,TLB,01,PROF,42.0,8.0,6.0,4.0,4.0
2025/2026,TLB115,Physique – Mathématique – Biostatistique,TLB,01,PROF,40.0,14.0,0.0,6.0,4.0
2025/2026,TLB116,Stage clinique 1,TLB,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB117,Langue officielle  -  Techniques de l’information et de la communication 1,TLB,01,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,TLB121,Anatomie et physiologie 2 – Chimie organique,TLB,01,FOND,60.0,22.0,0.0,8.0,6.0
2025/2026,TLB122,Microbiologie générale  2 – Parasitologie générale,TLB,01,FOND,28.0,6.0,6.0,5.0,3.0
2025/2026,TLB123,Techniques de laboratoire,TLB,01,PROF,30.0,2.0,10.0,3.0,3.0
2025/2026,TLB124,IEC 1-  Hygiène générale et hospitalière -  Maladies infectieuses et parasitaires ,TLB,01,PROF,62.0,14.0,0.0,14.0,6.0
2025/2026,TLB125,Pharmacologie générale – Nutrition - Épidémiologie,TLB,01,PROF,34.0,6.0,0.0,5.0,3.0
2025/2026,TLB126,Stage  clinique 2,TLB,01,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB127,Économie générale – Démographie,TLB,01,TRANS,30.0,7.0,0.0,8.0,3.0
2025/2026,TLB231,IEC 2 - Santé et développement -  Santé communautaire,TLB,02,FOND,65.0,20.0,0.0,20.0,7.0
2025/2026,TLB232,Initiation à la recherche,TLB,02,FOND,20.0,4.0,0.0,6.0,2.0
2025/2026,TLB233,Hématologie Clinique 1 -  Entomologie médicale -  Transfusion sanguine,TLB,02,PROF,40.0,10.0,15.0,10.0,5.0
2025/2026,TLB234,Biochimie Clinique 1 – Laboratoire,TLB,02,PROF,30.0,6.0,20.0,4.0,4.0
2025/2026,TLB235,Bactériologie Clinique 1 – Laboratoire,TLB,02,PROF,30.0,2.0,10.0,3.0,3.0
2025/2026,TLB236,Stage de santé communautaire 1,TLB,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB237,Anglais médical/Français médical - Techniques de l’information et de la communication 2,TLB,02,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,TLB241,Parasitologie Clinique 1 –  Mycologie médicale – Immunologie/Sérologie,TLB,02,FOND,60.0,14.0,8.0,8.0,6.0
2025/2026,TLB242,Économie de la santé – Programme prioritaire de santé au Cameroun,TLB,02,FOND,32.0,8.0,0.0,5.0,3.0
2025/2026,TLB243,Bactériologie Clinique 2 - Biochimie Clinique 2 – Laboratoire,TLB,02,PROF,30.0,4.0,20.0,6.0,4.0
2025/2026,TLB244,Hématologie Clinique 2 -Laboratoire,TLB,02,PROF,15.0,2.0,10.0,3.0,2.0
2025/2026,TLB245,Stage clinique 3,TLB,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB246,Stage clinique 4,TLB,02,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB247,Droitmédical,TLB,02,TRANS,30.0,10.0,0.0,5.0,3.0
2025/2026,TLB351,IEC3 - Système d’information sanitaire - Gestion sanitaire,TLB,03,FOND,60.0,12.0,0.0,18.0,6.0
2025/2026,TLB352,Rédactiondemémoire,TLB,03,FOND,15.0,0.0,0.0,30.0,3.0
2025/2026,TLB353,Parasitologie Clinique 2  - Hématologie Clinique 3 – Laboratoire,TLB,03,PROF,40.0,8.0,45.0,12.0,7.0
2025/2026,TLB354,Bactériologie Clinique 3  - Laboratoire-Virologie,TLB,03,PROF,25.0,4.0,10.0,6.0,3.0
2025/2026,TLB355,Chimie analytique – Laboratoire,TLB,03,PROF,15.0,4.0,5.0,6.0,2.0
2025/2026,TLB356,Stage de santé communautaire 2,TLB,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB357,Initiation à la recherche  -  TIC - ,TLB,03,TRANS,30.0,9.0,0.0,6.0,3.0
2025/2026,TLB361,Microbiologie de l’environnement – Microbiologie des aliments,TLB,03,FOND,50.0,16.0,0.0,9.0,5.0
2025/2026,TLB362,Histopathologie – Cytologiehumaine,TLB,03,FOND,40.0,12.0,0.0,8.0,4.0
2025/2026,TLB363,Biochimie Clinique  3  - Parasitologie Clinique 3 – Laboratoire,TLB,03,PROF,20.0,4.0,30.0,6.0,4.0
2025/2026,TLB364,Biologiemoléculaire,TLB,03,PROF,20.0,6.0,0.0,4.0,2.0
2025/2026,TLB365,Stage clinique 5,TLB,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB366,Stage clinique 6,TLB,03,PROF,0.0,0.0,70.0,20.0,6.0
2025/2026,TLB367,Projet tutoré,TLB,03,TRANS,10.0,0.0,15.0,20.0,3.0
